sys_sample_code,sample_date,site,location,lab_sdg,sample_source,nysdec_sample_type,chemical_name,fraction,result_value,result_unit,lab_flag,lab_anl_method_name,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,analysis_date,equipment_blank_ssc,equipment_blank,equipment_blank_result_value,precision_ssc,precision,precision_result_value,accuracy_ssc,accuracy,accuracy_result_value,holding_time_value,holding_time,qc
082820clk1200amb,2020-08-28T16:00:00Z,clarkson,ambient,R2007842,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-08-28T23:12:00Z,082620con1200ambeb,pass,0,082620con1200ambdup,pass,0%,083120clk0900effms; 083120clk0900infms,pass; pass,0.257; 0.261,7.2,pass,accept
082820con1200amb,2020-08-28T16:00:00Z,control,ambient,R2007842,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-08-28T23:11:00Z,082620con1200ambeb,pass,0,082620con1200ambdup,pass,0%,083120clk0900effms; 083120clk0900infms,pass; pass,0.257; 0.261,7.18333333333333,pass,accept
082820esf1200amb,2020-08-28T16:00:00Z,esf,ambient,R2007842,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-08-28T23:11:00Z,082620con1200ambeb,pass,0,082620con1200ambdup,pass,0%,083120clk0900effms; 083120clk0900infms,pass; pass,0.257; 0.261,7.18333333333333,pass,accept
083120clk0900eff,2020-08-31T13:00:00Z,clarkson,effluent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:18:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk0900effms; 083120clk0900infms,pass; pass,0.257; 0.261,37.3,pass,accept
083120clk0900inf,2020-08-31T13:00:00Z,clarkson,influent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:16:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk0900effms; 083120clk0900infms,pass; pass,0.257; 0.261,37.2666666666667,pass,accept
083120esf0900eff,2020-08-31T13:00:00Z,esf,effluent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:20:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk0900effms; 083120clk0900infms,pass; pass,0.257; 0.261,37.3333333333333,pass,accept
083120esf0900inf,2020-08-31T13:00:00Z,esf,influent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:19:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk0900effms; 083120clk0900infms,pass; pass,0.257; 0.261,37.3166666666667,pass,accept
083120clk1200amb,2020-08-31T16:00:00Z,clarkson,ambient,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:14:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,34.2333333333333,pass,accept
083120clk1200eff,2020-08-31T16:00:00Z,clarkson,effluent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:22:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,34.3666666666667,pass,accept
083120clk1200inf,2020-08-31T16:00:00Z,clarkson,influent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:20:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,34.3333333333333,pass,accept
083120clk1500eff,2020-08-31T19:00:00Z,clarkson,effluent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:23:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,31.3833333333333,pass,accept
083120clk1500inf,2020-08-31T19:00:00Z,clarkson,influent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:23:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,31.3833333333333,pass,accept
083120con1200amb,2020-08-31T16:00:00Z,control,ambient,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:12:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,34.2,pass,accept
083120esf1200amb,2020-08-31T16:00:00Z,esf,ambient,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:13:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,34.2166666666667,pass,accept
083120esf1200eff,2020-08-31T16:00:00Z,esf,effluent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:22:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,34.3666666666667,pass,accept
083120esf1200inf,2020-08-31T16:00:00Z,esf,influent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:22:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,34.3666666666667,pass,accept
083120esf1500eff,2020-08-31T19:00:00Z,esf,effluent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:24:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,31.4,pass,accept
083120esf1500inf,2020-08-31T19:00:00Z,esf,influent,R2007971,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:23:00Z,083120clk1200effeb,pass,0,083120clk1200effdup,pass,0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,31.3833333333333,pass,accept
090120clk0900eff,2020-09-01T13:00:00Z,clarkson,effluent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,13.5,pass,accept
090120clk0900inf,2020-09-01T13:00:00Z,clarkson,influent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:29:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,13.4833333333333,pass,accept
090120esf0900eff,2020-09-01T13:00:00Z,esf,effluent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:31:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,13.5166666666667,pass,accept
090120esf0900inf,2020-09-01T13:00:00Z,esf,influent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:30:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,083120clk1200ambms; 083120con1200ambms; 083120esf1200ambms,pass; pass; pass,0.261; 0.265; 0.255,13.5,pass,accept
090120clk1200amb,2020-09-01T16:00:00Z,clarkson,ambient,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:29:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,10.4833333333333,pass,accept
090120clk1200eff,2020-09-01T16:00:00Z,clarkson,effluent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:32:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,10.5333333333333,pass,accept
090120clk1200inf,2020-09-01T16:00:00Z,clarkson,influent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:31:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,10.5166666666667,pass,accept
090120clk1500eff,2020-09-01T19:00:00Z,clarkson,effluent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:51:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,7.85,pass,accept
090120clk1500inf,2020-09-01T19:00:00Z,clarkson,influent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:50:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,7.83333333333333,pass,accept
090120con1200amb,2020-09-01T16:00:00Z,control,ambient,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:25:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,10.4166666666667,pass,accept
090120esf1200amb,2020-09-01T16:00:00Z,esf,ambient,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:27:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,10.45,pass,accept
090120esf1200eff,2020-09-01T16:00:00Z,esf,effluent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:33:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,10.55,pass,accept
090120esf1200inf,2020-09-01T16:00:00Z,esf,influent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:32:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,10.5333333333333,pass,accept
090120esf1500eff,2020-09-01T19:00:00Z,esf,effluent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:52:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,7.86666666666667,pass,accept
090120esf1500inf,2020-09-01T19:00:00Z,esf,influent,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-02T02:51:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,7.85,pass,accept
090220clkpredoc,2020-09-02T14:00:00Z,clarkson,lab,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T01:45:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkpredocms,pass,0.252,35.75,pass,accept
090220clkmiddoc,2020-09-02T16:00:00Z,clarkson,lab,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T01:46:00Z,090120esf1200ambeb; 090120esf1200infeb,pass; pass,0; 0,090120esf1200ambdup; 090120esf1200infdup,pass; pass,0%; 0%,090220clkmiddocms,pass,0.251,33.7666666666667,pass,accept
090220clkposdoc,2020-09-02T19:00:00Z,clarkson,lab,R2008016,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T01:47:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,090220clkmiddocms,pass,0.251,30.7833333333333,pass,accept
083120clk1200inf-72,2020-09-03T16:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:09:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32.15,pass,accept
083120esf1200eff-72,2020-09-03T16:00:00Z,esf,effluent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:11:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32.1833333333333,pass,accept
083120esf1200inf-72,2020-09-03T16:00:00Z,esf,influent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:10:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32.1666666666667,pass,accept
090120clk1200eff-72,2020-09-04T16:00:00Z,clarkson,effluent,R2008229,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:40:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,8.66666666666667,pass,accept
090120clk1200inf-72,2020-09-04T16:00:00Z,clarkson,influent,R2008229,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:40:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,8.66666666666667,pass,accept
090120esf1200eff-72,2020-09-04T16:00:00Z,esf,effluent,R2008229,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:41:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,8.68333333333333,pass,accept
090120esf1200inf-72,2020-09-04T16:00:00Z,esf,influent,R2008229,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:40:00Z,090420clk1200effeb,pass,0,090420clk1200effdup,pass,0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,8.66666666666667,pass,accept
090320clk0900eff,2020-09-03T13:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:02:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,35.0333333333333,pass,accept
090320clk0900inf,2020-09-03T13:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:02:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,35.0333333333333,pass,accept
090320clk1200amb,2020-09-03T16:00:00Z,clarkson,ambient,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:00:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32,pass,accept
090320clk1200eff,2020-09-03T16:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:04:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32.0666666666667,pass,accept
090320clk1200inf,2020-09-03T16:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:04:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32.0666666666667,pass,accept
090320clk1500eff,2020-09-03T19:00:00Z,clarkson,effluent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:06:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,29.1,pass,accept
090320clk1500inf,2020-09-03T19:00:00Z,clarkson,influent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:06:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,29.1,pass,accept
090320con1200amb,2020-09-03T16:00:00Z,control,ambient,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T23:57:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,31.95,pass,accept
090320esf0900eff,2020-09-03T13:00:00Z,esf,effluent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:03:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,35.05,pass,accept
090320esf0900inf,2020-09-03T13:00:00Z,esf,influent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:03:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,35.05,pass,accept
090320esf1200amb,2020-09-03T16:00:00Z,esf,ambient,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-04T23:59:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,31.9833333333333,pass,accept
090320esf1200eff,2020-09-03T16:00:00Z,esf,effluent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:05:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32.0833333333333,pass,accept
090320esf1200inf,2020-09-03T16:00:00Z,esf,influent,R2008207,Field,standard_sample,"NITROGEN, NITRITE",T,0,mg/l,undetected,E353.2,14797-65-0,0.007,mg/l,0.01,2020-09-05T00:05:00Z,090320clk1200ambeb; 090320esf1200effeb,pass; pass,0; 0,090320clk1200ambdup; 090320esf1200effdup,pass; pass,0%; 0%,083120esf1200eff-72ms; 083120esf1200inf-72ms; 090320con1200ambms; 090320esf1200ambms,pass; pass; pass; pass,0.252; 0.247; 0.246; 0.245,32.0833333333333,pass,accept
